Titre,motclé,prix2,date,upper,information,information7,information8
60 500 KM,"TOYOTA
FORTUNER
2.7",, 07/06/2023, PEROU,DIESEL,2020,MANUELLE
99 900 KM,"JEEP
GRAND CHEROKEE
V8 5.7OVERLAND","

                              14 937 €  ", 07/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
4 000 KM,"KIA
SORENTO
1.6","

                              33 404 €  ", 08/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
23 000 KM,"FORD
ESCAPE
SE","

                              20 640 €  ", 08/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
150 458 KM,"HONDA
ACCORD
V6 3.5",, 08/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
6 550 KM,"FORD
ESCORT","

                              18 558 €  ", 08/06/2023, PEROU,ESSENCE,2022,-
89 400 KM,"MAZDA
2
1.5",, 08/06/2023, PEROU,ESSENCE,2015,MANUELLE
14 700 KM,"TOYOTA
RAIZE","

                              13 845 €  ", 09/06/2023, PEROU,ESSENCE,2023,MANUELLE
86 000 KM,"SUBARU
FORESTER
2.0","

                              18 534 €  ", 09/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
97 000 KM,"NISSAN
JUKE
1.6SPORT4X4",, 09/06/2023, PEROU,ESSENCE,2011,AUTOMATIQUE
10 000 KM,"MITSUBISHI
FUSO
FE",, 09/06/2023, PEROU,ESSENCE,1990,-
22 000 KM,"HAVAL
H6","

                              17 200 €  ", 10/06/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
70 708 KM,"AUDI
Q5
2.0ATTRACTIONQUATTRO",, 11/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
98 000 KM,"SUBARU
FORESTER
2.0",, 11/06/2023, PEROU,ESSENCE,2015,MANUELLE
30 801 KM,"VOLVO
S60
2.0","

                              27 972 €  ", 11/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
55 000 KM,"BMW
SERIE 1
1201.6","

                              14 393 €  ", 12/06/2023, PEROU,ESSENCE,2016,MANUELLE
83 823 KM,"VOLKSWAGEN
GOLF
1.4CONFORTLINE",, 12/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
135 000 KM,"TOYOTA
AVENSIS
2.0",, 12/06/2023, PEROU,ESSENCE,2008,AUTOMATIQUE
142 000 KM,"KIA
SORENTO
2.4EX","

                              14 303 €  ", 12/06/2023, PEROU,ESSENCE,2015,MANUELLE
62 500 KM,"BMW
X1
SDRIVE 18I1.5",, 12/06/2023, PEROU,ESSENCE,2019,MANUELLE
51 930 KM,"NISSAN
X-TRAIL
X4X2","

                              16 747 €  ", 12/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
84 100 KM,"HONDA
CR-V","

                              18 920 €  ", 12/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
87 375 KM,"RENAULT
DUSTER
1.6EXPRESSION","

                              9 867 €  ", 13/06/2023, PEROU,ESSENCE,2016,MANUELLE
101 000 KM,"NISSAN
X-TRAIL
2.5X4X2","

                              14 031 €  ", 13/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
200 000 KM,"SUZUKI
SX4
1.6",, 14/06/2023, PEROU,ESSENCE,2011,MANUELLE
68 500 KM,"MAZDA
2
1.6",, 14/06/2023, PEROU,ESSENCE,2016,-
58 000 KM,"DODGE
DURANGO
V6 3.6","

                              21 635 €  ", 14/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
130 000 KM,"JEEP
GRAND CHEROKEE
V8 5.7OVERLAND","

                              16 294 €  ", 14/06/2023, PEROU,ESSENCE,2011,AUTOMATIQUE
200 000 KM,"NISSAN
MARCH
1.6","

                              1 810 €  ", 15/06/2023, PEROU,ESSENCE,1994,MANUELLE
300 000 KM,"HYUNDAI
H1
2.5GL",, 15/06/2023, PEROU,DIESEL,2012,MANUELLE
160 000 KM,"HYUNDAI
SANTA FE
2.4GLS4X4",, 15/06/2023, PEROU,ESSENCE,2010,AUTOMATIQUE
75 000 KM,"FORD
RANGER
V6 3.0XLT4X4",, 15/06/2023, PEROU,DIESEL,2020,MANUELLE
35 500 KM,"MITSUBISHI
ASX
2.0",, 15/06/2023, PEROU,ESSENCE,2014,MANUELLE
32 000 KM,"JEEP
COMPASS
2.4SPORT","

                              22 631 €  ", 15/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
43 200 KM,"SUBARU
IMPREZA
WRX",, 16/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
19 000 KM,"AUDI
R8","

                              71 515 €  ", 16/06/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
103 000 KM,"VOLKSWAGEN
JETTA
GLI2.0GL","

                              12 673 €  ", 16/06/2023, PEROU,ESSENCE,2015,MANUELLE
87 375 KM,"RENAULT
DUSTER
EXPRESSION","

                              9 894 €  ", 16/06/2023, PEROU,ESSENCE,2016,MANUELLE
28 012 KM,"RENAULT
CAPTUR","

                              15 389 €  ", 16/06/2023, PEROU,GPL,2023,MANUELLE
39 000 KM,"BMW
X5
35I3.0","

                              38 926 €  ", 16/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
58 000 KM,"RENAULT
KOLEOS","

                              16 113 €  ", 17/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
139 000 KM,"HONDA
CR-V
2.44X2",, 17/06/2023, PEROU,ESSENCE,2007,AUTOMATIQUE
76 000 KM,"CHEVROLET
SPIN
1.8LTZ",, 17/06/2023, PEROU,ESSENCE,2017,MANUELLE
105 500 KM,"SUZUKI
GRAND VITARA
1.6","

                              8 419 €  ", 17/06/2023, PEROU,ESSENCE,2010,MANUELLE
25 000 KM,"VOLKSWAGEN
JETTA
1.4","

                              16 294 €  ", 17/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
93 000 KM,"SUBARU
IMPREZA","

                              6 608 €  ", 17/06/2023, PEROU,ESSENCE,2009,MANUELLE
13 712 KM,"NISSAN
QASHQAI","

                              20 424 €  ", 17/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
7 400 KM,"MITSUBISHI
OUTLANDER
2.0","

                              28 593 €  ", 17/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
81 291 KM,"MAZDA
CX-5
4X2",, 17/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
84 036 KM,"HONDA
CR-V
EX4X2","

                              18 972 €  ", 17/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
3 500 KM,"KIA
NIRO
1.6","

                              30 588 €  ", 19/06/2023, PEROU,HYBRIDE,2023,AUTOMATIQUE
57 666 KM,"HONDA
CR-V
LX4X2","

                              18 608 €  ", 19/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
25 000 KM,"BMW
SERIE 6
M6","

                              34 399 €  ", 20/06/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
14 000 KM,"PORSCHE
911","

                              104 104 €  ", 20/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
106 508 KM,"HYUNDAI
ELANTRA
1.6GL","

                              9 867 €  ", 20/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
30 000 KM,"BMW
SERIE 7
750I XDRIVE","

                              23 446 €  ", 20/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
38 700 KM,"BMW
SERIE 1 COUPE
120","

                              17 109 €  ", 21/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
88 000 KM,"HYUNDAI
H1
2.5GL",, 21/06/2023, PEROU,DIESEL,2017,MANUELLE
42 300 KM,"FIAT
ARGO
1.3","

                              10 139 €  ", 21/06/2023, PEROU,ESSENCE,2019,MANUELLE
39 800 KM,"FORD
ECOSPORT
1.5SE",, 21/06/2023, PEROU,ESSENCE,2020,MANUELLE
10 800 KM,"JAC
S2",, 21/06/2023, PEROU,ESSENCE,2020,MANUELLE
50 000 KM,"MERCEDES
GLK 250",, 21/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
84 010 KM,"HYUNDAI
SANTA FE
2.2",, 21/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
72 156 KM,"HYUNDAI
TUCSON
2.0","

                              21 670 €  ", 21/06/2023, PEROU,ESSENCE,2020,MANUELLE
55 000 KM,"TOYOTA
HILUX
V6 3.04X4",, 21/06/2023, PEROU,DIESEL,2016,MANUELLE
68 000 KM,"PEUGEOT
407
2.0CONFORT PACK",, 22/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
43 500 KM,"MAZDA
CX-5
2.0",, 22/06/2023, PEROU,ESSENCE,2019,MANUELLE
142 000 KM,"TOYOTA
COROLLA
1.8","

                              10 862 €  ", 22/06/2023, PEROU,ESSENCE,2015,MANUELLE
100 000 KM,"MAZDA
CX-5
2.5SIGNATURE",, 22/06/2023, PEROU,ESSENCE,2020,MANUELLE
60 000 KM,"SUZUKI
CELERIO
1.0GL",, 22/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
23 787 KM,"HYUNDAI
TUCSON
1.6","

                              25 908 €  ", 22/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
22 000 KM,"HAVAL
H6","

                              18 299 €  ", 22/06/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
59 525 KM,"HYUNDAI
TUCSON
2.0","

                              19 262 €  ", 22/06/2023, PEROU,GPL,2021,MANUELLE
12 500 KM,"HYUNDAI
SANTA FE
1.6","

                              30 723 €  ", 22/06/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
57 350 KM,"MITSUBISHI
OUTLANDER
2.0","

                              16 294 €  ", 22/06/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
-,"JEEP
COMPASS","

                              7 242 €  ", 23/06/2023, PEROU,ESSENCE,2010,AUTOMATIQUE
25 500 KM,"CHEVROLET
SPARK
1.2LS",, 23/06/2023, PEROU,ESSENCE,2016,MANUELLE
56 536 KM,"MAZDA
CX-3","

                              15 751 €  ", 23/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
57 800 KM,"HONDA
HR-V
1.8","

                              17 191 €  ", 24/06/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
21 800 KM,"NISSAN
SENTRA","

                              19 454 €  ", 24/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
32 500 KM,"CHEVROLET
CAPTIVA","

                              16 829 €  ", 24/06/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
134 000 KM,"TOYOTA
ETIOS
1.5",, 24/06/2023, PEROU,ESSENCE,2019,MANUELLE
59 000 KM,"AUDI
Q5
2.0","

                              29 421 €  ", 24/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
29 000 KM,"MERCEDES
CLASSE C
C 200","

                              25 800 €  ", 25/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
4 300 KM,"SUBARU
FORESTER
2.0","

                              36 663 €  ", 25/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
87 000 KM,"TOYOTA
HILUX
2.74X4",, 25/06/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
88 000 KM,"HYUNDAI
TUCSON
2.0",, 25/06/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
85 000 KM,"CHEVROLET
AVEO
1.4",, 25/06/2023, PEROU,ESSENCE,2011,AUTOMATIQUE
23 640 KM,"CITROEN
C-ELYSEE","

                              8 600 €  ", 25/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
115 000 KM,"SUZUKI
SX4
1.5SX","

                              6 518 €  ", 25/06/2023, PEROU,-,2011,MANUELLE
39 600 KM,"LAND ROVER
RANGE ROVER VELAR
AWD","

                              46 982 €  ", 26/06/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
7 000 KM,"SUBARU
FORESTER
2.0","

                              29 783 €  ", 26/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
170 000 KM,"VOLKSWAGEN
GOL
1.6",, 26/06/2023, PEROU,ESSENCE,2016,MANUELLE
54 576 KM,"FORD
ESCAPE
SE","

                              19 463 €  ", 27/06/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
69 000 KM,"NISSAN
SENTRA
1.8","

                              12 221 €  ", 27/06/2023, PEROU,ESSENCE,2020,MANUELLE
﻿7 400 KM,"MITSUBISHI
OUTLANDER
2.0",, 27/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
107 000 KM,"NISSAN
X-TRAIL
X","

                              12 040 €  ", 27/06/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
9 000 KM,"SUZUKI
SWIFT
1.2","

                              11 316 €  ", 27/06/2023, PEROU,ESSENCE,2022,MANUELLE
19 962 KM,"BMW
X5
3.0","

                              63 277 €  ", 27/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
43 500 KM,"MERCEDES
CLA 45 AMG",, 27/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
105 370 KM,"NISSAN
X-TRAIL
S",, 28/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
65 977 KM,"NISSAN
X-TRAIL
X4X2","

                              15 299 €  ", 28/06/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
56 000 KM,"BMW
SERIE 4
420","

                              21 273 €  ", 28/06/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
78 000 KM,"MAZDA
2
1.5SPORT",, 28/06/2023, PEROU,ESSENCE,2016,MANUELLE
125 000 KM,"VOLKSWAGEN
PASSAT CC",, 28/06/2023, PEROU,ESSENCE,2006,-
26 020 KM,"BMW
X2
SDRIVE 20I2.0",, 28/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
74 889 KM,"HYUNDAI
TUCSON
1.6","

                              20 730 €  ", 28/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
19 500 KM,"RENAULT
DUSTER
1.6","

                              14 937 €  ", 29/06/2023, PEROU,ESSENCE,2022,MANUELLE
29 444 KM,"BMW
SERIE 2
235",, 29/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
61 156 KM,"HYUNDAI
ACCENT
1.4","

                              11 316 €  ", 29/06/2023, PEROU,ESSENCE,2017,MANUELLE
8 444 KM,"VOLVO
XC60
2.0","

                              57 936 €  ", 29/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
93 000 KM,"MAZDA
3
1.6GS","

                              8 147 €  ", 29/06/2023, PEROU,ESSENCE,2013,MANUELLE
142 334 KM,"HONDA
PILOT
EX L","

                              16 204 €  ", 29/06/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
6 000 KM,"CHANGAN
CS35
LUXURY",, 29/06/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
140 000 KM,"HONDA
ACCORD
2.4LX",, 29/06/2023, PEROU,ESSENCE,2009,MANUELLE
80 000 KM,"DODGE
JOURNEY
2.4",, 29/06/2023, PEROU,ESSENCE,2009,AUTOMATIQUE
19 500 KM,"RENAULT
DUSTER
1.6","

                              15 892 €  ", 29/06/2023, PEROU,ESSENCE,2022,MANUELLE
74 889 KM,"HYUNDAI
TUCSON
1.6","

                              22 055 €  ", 29/06/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
109 539 KM,"HONDA
PILOT
V6 3.5EX L",, 30/06/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
15 890 KM,"CHERY
TIGGO
1.5",, 30/06/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
121 058 KM,"KIA
CERATO","

                              7 423 €  ", 30/06/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
106 000 KM,"AUDI
A4
V8 4.2","

                              8 057 €  ", 30/06/2023, PEROU,ESSENCE,2007,MANUELLE
58 000 KM,"MAZDA
3
1.6GS",, 30/06/2023, PEROU,ESSENCE,2018,MANUELLE
90 000 KM,"MITSUBISHI
OUTLANDER
2.04X2",, 01/07/2023, PEROU,-,2016,AUTOMATIQUE
21 000 KM,"TOYOTA
AVENSIS
2.0","

                              15 208 €  ", 02/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
500 KM,"NISSAN
TIIDA
1.6CONFORT",, 02/07/2023, PEROU,ESSENCE,2011,MANUELLE
111 277 KM,"JEEP
GRAND CHEROKEE
V6 3.6LIMITED",, 02/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
77 000 KM,"RENAULT
MEGANE
1.6",, 03/07/2023, PEROU,ESSENCE,2007,-
114 000 KM,"TOYOTA
RAV4
2.04X2",, 03/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
73 901 KM,"RENAULT
KOLEOS
PRIVILEGE4X2","

                              18 972 €  ", 03/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
85 800 KM,"MAZDA
CX-9
V6 3.7GS","

                              13 488 €  ", 04/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
12 500 KM,"VOLVO
XC40
2.0",, 04/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
70 000 KM,"TOYOTA
YARIS
1.3","

                              11 587 €  ", 04/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
260 000 KM,"HYUNDAI
ELANTRA
1.6GLS","

                              6 699 €  ", 04/07/2023, PEROU,ESSENCE,2009,MANUELLE
114 000 KM,"VOLKSWAGEN
TOUAREG","

                              10 139 €  ", 04/07/2023, PEROU,ESSENCE,2008,AUTOMATIQUE
65 400 KM,"NISSAN
VERSA
1.6","

                              8 057 €  ", 04/07/2023, PEROU,-,2016,AUTOMATIQUE
130 000 KM,"TOYOTA
RAV4","

                              9 777 €  ", 04/07/2023, PEROU,ESSENCE,2006,AUTOMATIQUE
60 000 KM,"MAZDA
3
1.6","

                              9 406 €  ", 05/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
43 900 KM,"BMW
SERIE 1
1181.5","

                              18 377 €  ", 05/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
95 000 KM,"HYUNDAI
SANTA FE
4X4","

                              9 958 €  ", 05/07/2023, PEROU,DIESEL,2007,AUTOMATIQUE
11 500 KM,"HYUNDAI
TUCSON
2.0GL4X2",, 05/07/2023, PEROU,ESSENCE,2016,MANUELLE
97 600 KM,"RENAULT
SANDERO
1.6",, 05/07/2023, PEROU,ESSENCE,2013,MANUELLE
28 000 KM,"VOLKSWAGEN
T-CROSS
1.6CONFORTLINE",, 05/07/2023, PEROU,ESSENCE,2021,MANUELLE
45 000 KM,"BMW
SERIE 1
1181.5","

                              18 105 €  ", 06/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
98 600 KM,"MAZDA
2
1.5",, 06/07/2023, PEROU,ESSENCE,2011,MANUELLE
54 576 KM,"FORD
ESCAPE","

                              19 516 €  ", 06/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
9 734 KM,"MAZDA
CX-9",, 07/07/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
-,"TOYOTA
RUSH","

                              20 028 €  ", 07/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
88 150 KM,"TOYOTA
PRADO
L",, 07/07/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
59 609 KM,"MERCEDES
CLASSE E
E 350",, 07/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
35 827 KM,"TOYOTA
RUSH","

                              17 743 €  ", 07/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
47 612 KM,"MITSUBISHI
MONTERO
V6 3.0ES SPORT","

                              24 717 €  ", 07/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
48 000 KM,"MERCEDES
GLE COUPE 43 AMG","

                              49 789 €  ", 07/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
95 000 KM,"RENAULT
FLUENCE
DYNAMIQUE","

                              8 600 €  ", 07/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
14 600 KM,"MERCEDES
GLC 2504MATIC",, 08/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
95 000 KM,"CHEVROLET
N-300","

                              6 156 €  ", 08/07/2023, PEROU,GNV,2018,MANUELLE
2 251 KM,"HYUNDAI
STARIA
2.2","

                              30 326 €  ", 09/07/2023, PEROU,DIESEL,2023,MANUELLE
24 700 KM,"BMW
SERIE 2
M2","

                              42 094 €  ", 09/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
4 400 KM,"SUZUKI
S-PRESSO
1.0","

                              8 862 €  ", 09/07/2023, PEROU,GPL,2023,MANUELLE
10 500 KM,"NISSAN
VERSA
1.6",, 09/07/2023, PEROU,ESSENCE,2021,MANUELLE
250 KM,"PORSCHE
911","

                              135 787 €  ", 10/07/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
150 000 KM,"HYUNDAI
SANTA FE
2.4",, 10/07/2023, PEROU,ESSENCE,2012,MANUELLE
70 000 KM,"MERCEDES
CLASSE C
C 1801.6","

                              16 747 €  ", 10/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
9 900 KM,"VOLKSWAGEN
AMAROK
V6 3.0","

                              33 856 €  ", 10/07/2023, PEROU,DIESEL,2021,AUTOMATIQUE
20 500 KM,"SUBARU
IMPREZA
WRX","

                              29 783 €  ", 11/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
53 500 KM,"AUDI
A4
2.0SPORT","

                              19 463 €  ", 11/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
40 735 KM,"SUBARU
FORESTER
2.0","

                              14 484 €  ", 11/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
16 000 KM,"BMW
SERIE 1
1201.6","

                              17 200 €  ", 11/07/2023, PEROU,ESSENCE,2016,MANUELLE
58 900 KM,"MITSUBISHI
LANCER EVOLUTION","

                              30 688 €  ", 11/07/2023, PEROU,ESSENCE,2005,MANUELLE
66 000 KM,"HYUNDAI
ACCENT
1.4","

                              9 234 €  ", 11/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
57 666 KM,"HONDA
CR-V
LX4X2","

                              18 558 €  ", 11/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
46 989 KM,"DODGE
JOURNEY",, 11/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
40 000 KM,"LAND ROVER
RANGE ROVER
3.0VOGUEAWD","

                              62 462 €  ", 12/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
20 600 KM,"BMW
X3
XDRIVE 28I2.0XLINE","

                              45 262 €  ", 12/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
90 000 KM,"AUDI
A4
1.8","

                              9 686 €  ", 12/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
105 000 KM,"HONDA
CR-V
2.4EXECUTIVE",, 12/07/2023, PEROU,ESSENCE,2003,AUTOMATIQUE
74 985 KM,"LEXUS
GX 460V8 4.6",, 12/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
13 000 KM,"BMW
SERIE 2
218",, 12/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
93 264 KM,"SUZUKI
GRAND NOMADE
2.4GLX",, 13/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
190 000 KM,"SUZUKI
SX4
1.6",, 13/07/2023, PEROU,ESSENCE,2011,MANUELLE
170 000 KM,"TOYOTA
CELICA
2.0S",, 13/07/2023, PEROU,ESSENCE,1987,-
120 000 KM,"TOYOTA
FORTUNER
2.8",, 13/07/2023, PEROU,DIESEL,2017,MANUELLE
69 000 KM,"NISSAN
SENTRA
1.8","

                              13 002 €  ", 13/07/2023, PEROU,ESSENCE,2020,MANUELLE
46 989 KM,"DODGE
JOURNEY","

                              19 516 €  ", 13/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
56 000 KM,"VOLKSWAGEN
AMAROK","

                              19 915 €  ", 14/07/2023, PEROU,DIESEL,2016,MANUELLE
75 171 KM,"MAZDA
3
1.6","

                              10 863 €  ", 14/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
34 500 KM,"MERCEDES
GLC 2504MATIC","

                              32 498 €  ", 14/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
56 000 KM,"SUZUKI
VITARA
1.6","

                              13 850 €  ", 14/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
68 000 KM,"LEXUS
GS 350V6 3.5","

                              14 484 €  ", 14/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
36 000 KM,"RENAULT
DUSTER
2.0DYNAMIQUE",, 14/07/2023, PEROU,ESSENCE,2019,MANUELLE
32 000 KM,"CHEVROLET
ONIX
1.4LTZ",, 14/07/2023, PEROU,ESSENCE,2019,MANUELLE
17 400 KM,"MAZDA
3","

                              14 846 €  ", 15/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
11 426 KM,"TOYOTA
ETIOS","

                              12 402 €  ", 15/07/2023, PEROU,ESSENCE,2023,MANUELLE
57 000 KM,"TOYOTA
COROLLA
1.8",, 15/07/2023, PEROU,ESSENCE,2019,MANUELLE
56 000 KM,"JEEP
GRAND CHEROKEE
V6 3.6LAREDO4X4",, 15/07/2023, PEROU,DIESEL,2015,AUTOMATIQUE
377 KM,"HYUNDAI
TUCSON
2.0","

                              31 302 €  ", 15/07/2023, PEROU,ESSENCE,2022,MANUELLE
26 689 KM,"LAND ROVER
RANGE ROVER EVOQUE
2.0AWD",, 15/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
47 000 KM,"PORSCHE
CAYENNE","

                              36 210 €  ", 16/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
12 700 KM,"BMW
X6M","

                              71 515 €  ", 16/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
170 000 KM,"MERCEDES
CLASSE C
C 200",, 16/07/2023, PEROU,ESSENCE,2003,AUTOMATIQUE
44 000 KM,"BMW
SERIE 5
528",, 16/07/2023, PEROU,ESSENCE,2011,AUTOMATIQUE
27 900 KM,"MITSUBISHI
XPANDER
1.5GLX","

                              15 389 €  ", 16/07/2023, PEROU,ESSENCE,2019,MANUELLE
36 734 KM,"SUZUKI
GRAND NOMADE
GLX",, 17/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
100 000 KM,"TOYOTA
RAV4
2.54X2","

                              15 027 €  ", 17/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
167 000 KM,"FORD
ESCAPE
2.5S","

                              9 505 €  ", 17/07/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
105 000 KM,"NISSAN
TIIDA
1.6S",, 17/07/2023, PEROU,ESSENCE,2010,MANUELLE
29 700 KM,"CHANGAN
CX70
1.6LUXURY",, 17/07/2023, PEROU,ESSENCE,2021,MANUELLE
68 000 KM,"LEXUS
GS 350V6 3.5",, 17/07/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
32 500 KM,"AUDI
Q5
2.0","

                              43 361 €  ", 18/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
69 590 KM,"VOLKSWAGEN
TOUAREG
V6 3.6","

                              20 730 €  ", 18/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
11 900 KM,"SUZUKI
SWIFT
1.2","

                              12 402 €  ", 18/07/2023, PEROU,ESSENCE,2023,MANUELLE
32 500 KM,"PORSCHE
CAYENNE
TURBO",, 18/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
46 000 KM,"LOTUS
ELISE
1.8",, 18/07/2023, PEROU,ESSENCE,2008,MANUELLE
22 000 KM,"BMW
SERIE 5
M5",, 18/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
108 000 KM,"LAND ROVER
RANGE ROVER SPORT
V8 5.0AWD",, 18/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
30 000 KM,"MERCEDES
CLASSE C
C 63 S AMG",, 18/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
29 000 KM,"FORD
RANGER
RAPTOR",, 18/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
