Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Serie 3,Bmw, 14.11.2023, POLOGNE,12 970 €,DIESEL,195 000 KM,2015,MANUELLE,36-213
Focus sw,Ford, 14.11.2023, POLOGNE,1 997 €,DIESEL,190 000 KM,2007,MANUELLE,36-213
Xsara,Citroen, 14.11.2023, POLOGNE,785 €,ESSENCE,370 000 KM,2000,MANUELLE,36-213
C1,Citroen, 14.11.2023, POLOGNE,1 548 €,ESSENCE,182 100 KM,2006,MANUELLE,36-213
Polo,Volkswagen, 14.11.2023, POLOGNE,1 077 €,ESSENCE,180 000 KM,2004,MANUELLE,36-213
Clio,Renault, 14.11.2023, POLOGNE,1 548 €,ESSENCE,164 000 KM,2001,MANUELLE,36-213
Octavia combi,Skoda, 14.11.2023, POLOGNE,5 812 €,ESSENCE,202 200 KM,2009,MANUELLE,36-213
307 cc,Peugeot, 16.11.2023, POLOGNE,898 €,DIESEL,237 430 KM,2003,MANUELLE,36-213
Venga,Kia, 23.11.2023, POLOGNE,5 498 €,ESSENCE,267 760 KM,2012,AUTOMATIQUE,36-213
207,Peugeot, 10.11.2023, POLOGNE,898 €,GPL,230 000 KM,2007,MANUELLE,36-245
159,Alfa romeo, 14.11.2023, POLOGNE,1 773 €,DIESEL,260 000 KM,2006,MANUELLE,36-245
Matrix,Hyundai, 14.11.2023, POLOGNE,2 244 €,ESSENCE,161 000 KM,2009,AUTOMATIQUE,36-245
Passat,Volkswagen, 21.11.2023, POLOGNE,1 952 €,DIESEL,265 000 KM,2002,MANUELLE,36-245
Outback,Subaru, 21.01.2022, POLOGNE,16 157 €,-,150 000 KM,2010,-,38-430
V60,Volvo, 21.01.2022, POLOGNE,16 381 €,-,160 000 KM,2011,-,38-430
Logan,Dacia, 24.05.2023, POLOGNE,3 792 €,DIESEL,117 992 KM,2014,MANUELLE,38-430
Astra,Opel, 26.05.2023, POLOGNE,4 241 €,ESSENCE,112 203 KM,2012,MANUELLE,38-430
C-elysee,Citroen, 18.07.2023, POLOGNE,3 119 €,DIESEL,230 487 KM,2016,MANUELLE,38-430
Grandland x,Opel, 19.07.2023, POLOGNE,9 178 €,ESSENCE,222 769 KM,2019,AUTOMATIQUE,38-430
Lodgy,Dacia, 25.07.2023, POLOGNE,4 690 €,DIESEL,138 357 KM,2015,MANUELLE,38-430
Qubo,Fiat, 09.08.2023, POLOGNE,7 831 €,ESSENCE,20 184 KM,2019,MANUELLE,38-430
Ceed,Kia, 17.08.2023, POLOGNE,4 466 €,DIESEL,284 747 KM,2017,MANUELLE,38-430
Golf,Volkswagen, 29.08.2023, POLOGNE,3 344 €,ESSENCE,199 205 KM,2013,MANUELLE,38-430
X3,Bmw, 02.09.2023, POLOGNE,17 054 €,DIESEL,224 000 KM,2014,AUTOMATIQUE,38-430
Astra,Opel, 16.09.2023, POLOGNE,3 792 €,ESSENCE,189 415 KM,2011,MANUELLE,38-430
Touran,Volkswagen, 26.09.2023, POLOGNE,8 303 €,DIESEL,299 994 KM,2014,MANUELLE,38-430
Octavia,Skoda, 29.09.2023, POLOGNE,5 588 €,DIESEL,200 000 KM,2012,MANUELLE,38-430
Fabia,Skoda, 05.10.2023, POLOGNE,4 466 €,ESSENCE,163 753 KM,2017,MANUELLE,38-430
Partner tepee,Peugeot, 12.10.2023, POLOGNE,8 505 €,DIESEL,157 443 KM,2017,MANUELLE,38-430
Ix35,Hyundai, 13.10.2023, POLOGNE,8 729 €,DIESEL,177 000 KM,2011,MANUELLE,38-430
Sportage,Kia, 18.10.2023, POLOGNE,7 383 €,DIESEL,250 494 KM,2013,MANUELLE,38-430
Superb,Skoda, 20.10.2023, POLOGNE,3 568 €,DIESEL,287 426 KM,2010,MANUELLE,38-430
Serie 5 touring,Bmw, 21.10.2023, POLOGNE,3 568 €,DIESEL,252 316 KM,2007,MANUELLE,38-430
Meriva,Opel, 25.10.2023, POLOGNE,6 238 €,ESSENCE,163 000 KM,2012,MANUELLE,38-430
Megane grandtour,Renault, 27.10.2023, POLOGNE,6 261 €,ESSENCE,88 130 KM,2016,MANUELLE,38-430
Soul,Kia, 27.10.2023, POLOGNE,5 139 €,ESSENCE,135 723 KM,2012,MANUELLE,38-430
Avensis break,Toyota, 28.10.2023, POLOGNE,3 366 €,GPL,232 800 KM,2006,MANUELLE,38-430
Camry,Toyota, 28.10.2023, POLOGNE,24 661 €,HYBRIDE,118 920 KM,2019,AUTOMATIQUE,38-430
Auris,Toyota, 28.10.2023, POLOGNE,8 953 €,ESSENCE,142 437 KM,2014,MANUELLE,38-430
Sprinter,Mercedes, 28.10.2023, POLOGNE,4 712 €,DIESEL,418 000 KM,1997,MANUELLE,38-430
508,Peugeot, 31.10.2023, POLOGNE,3 568 €,ESSENCE,234 578 KM,2011,MANUELLE,38-430
Qashqai,Nissan, 31.10.2023, POLOGNE,5 363 €,DIESEL,210 000 KM,2008,MANUELLE,38-430
Aygo,Toyota, 01.11.2023, POLOGNE,6 485 €,ESSENCE,46 494 KM,2019,MANUELLE,38-430
Rapid,Skoda, 03.11.2023, POLOGNE,4 017 €,ESSENCE,284 858 KM,2018,MANUELLE,38-430
A3,Audi, 06.11.2023, POLOGNE,3 815 €,DIESEL,210 000 KM,2004,MANUELLE,38-430
Captur,Renault, 08.11.2023, POLOGNE,6 485 €,DIESEL,121 796 KM,2016,MANUELLE,38-430
Auris,Toyota, 08.11.2023, POLOGNE,8 505 €,ESSENCE,74 942 KM,2017,MANUELLE,38-430
Auris,Toyota, 08.11.2023, POLOGNE,5 139 €,DIESEL,178 192 KM,2015,MANUELLE,38-430
Juke,Nissan, 08.11.2023, POLOGNE,7 383 €,ESSENCE,89 914 KM,2018,AUTOMATIQUE,38-430
Qashqai,Nissan, 08.11.2023, POLOGNE,6 485 €,ESSENCE,160 713 KM,2010,MANUELLE,38-430
Symbol,Renault, 09.11.2023, POLOGNE,1 997 €,ESSENCE,245 917 KM,2010,MANUELLE,38-430
308,Peugeot, 09.11.2023, POLOGNE,1 773 €,ESSENCE,192 551 KM,2009,MANUELLE,38-430
Kuga,Ford, 13.11.2023, POLOGNE,7 607 €,DIESEL,224 000 KM,2010,MANUELLE,38-430
Fiesta,Ford, 13.11.2023, POLOGNE,5 071 €,ESSENCE,174 000 KM,2013,MANUELLE,38-430
Partner tepee,Peugeot, 14.11.2023, POLOGNE,8 594 €,DIESEL,157 443 KM,2017,MANUELLE,38-430
A5,Audi, 14.11.2023, POLOGNE,7 158 €,ESSENCE,230 400 KM,2008,MANUELLE,38-430
Polo,Volkswagen, 17.11.2023, POLOGNE,5 812 €,ESSENCE,85 566 KM,2018,MANUELLE,38-430
Golf,Volkswagen, 17.11.2023, POLOGNE,7 158 €,DIESEL,198 271 KM,2016,MANUELLE,38-430
Arteon,Volkswagen, 17.11.2023, POLOGNE,19 276 €,ESSENCE,78 121 KM,2021,AUTOMATIQUE,38-430
Fiesta,Ford, 17.11.2023, POLOGNE,3 792 €,ESSENCE,92 956 KM,2010,MANUELLE,38-430
Yaris,Toyota, 17.11.2023, POLOGNE,10 300 €,ESSENCE,11 315 KM,2022,MANUELLE,38-430
Stonic,Kia, 17.11.2023, POLOGNE,12 544 €,ESSENCE,13 997 KM,2021,AUTOMATIQUE,38-430
Wrangler,Jeep, 17.11.2023, POLOGNE,58 119 €,ESSENCE,8 919 KM,2016,AUTOMATIQUE,38-430
A4,Audi, 20.11.2023, POLOGNE,10 749 €,DIESEL,258 000 KM,2012,MANUELLE,38-430
Passat,Volkswagen, 28.09.2023, POLOGNE,7 630 €,DIESEL,265 000 KM,2012,MANUELLE,37-752
A6,Audi, 21.01.2022, POLOGNE,7 181 €,-,-,2005,-,36-065
Serie 3 coupe,Bmw, 21.01.2022, POLOGNE,2 581 €,-,220 000 KM,1999,-,36-065
Serie 3,Bmw, 21.01.2022, POLOGNE,2 670 €,-,148 700 KM,2000,-,36-065
Serie 1,Bmw, 21.01.2022, POLOGNE,8 751 €,ESSENCE,-,2008,-,36-065
Classe e,Mercedes, 21.01.2022, POLOGNE,4 825 €,-,232 000 KM,2003,-,36-065
5,Mazda, 21.01.2022, POLOGNE,6 059 €,ESSENCE,77 000 KM,2007,-,36-065
307,Peugeot, 21.01.2022, POLOGNE,2 468 €,-,-,2004,-,36-065
Carisma,Mitsubishi, 21.01.2022, POLOGNE,1 526 €,-,170 367 KM,2001,-,36-065
Corsa,Opel, 21.01.2022, POLOGNE,1 346 €,ESSENCE,120 000 KM,2003,-,36-065
Megane,Renault, 21.01.2022, POLOGNE,2 222 €,-,-,2009,-,36-065
Megane,Renault, 21.01.2022, POLOGNE,4 488 €,DIESEL,90 000 KM,2005,-,36-065
Laguna,Renault, 21.01.2022, POLOGNE,8 415 €,-,105 000 KM,2008,-,36-065
Polo,Volkswagen, 21.01.2022, POLOGNE,2 222 €,-,111 500 KM,2003,-,36-065
Passat,Volkswagen, 21.01.2022, POLOGNE,1 346 €,ESSENCE,200 000 KM,1997,-,36-065
Passat,Volkswagen, 21.01.2022, POLOGNE,5 947 €,-,244 000 KM,2007,-,36-065
C2,Citroen, 21.01.2022, POLOGNE,2 222 €,-,174 500 KM,2006,-,36-065
Fiesta,Ford, 21.01.2022, POLOGNE,4 825 €,-,164 000 KM,2009,-,36-065
Transit,Ford, 21.01.2022, POLOGNE,2 895 €,-,262 754 KM,2004,-,36-065
Focus,Ford, 21.01.2022, POLOGNE,2 670 €,-,160 000 KM,2004,-,36-065
Punto,Fiat, 21.01.2022, POLOGNE,1 638 €,-,112 000 KM,2000,-,36-065
Q3,Audi, 24.05.2023, POLOGNE,31 348 €,DIESEL,88 000 KM,2020,AUTOMATIQUE,36-065
Edge,Ford, 24.05.2023, POLOGNE,19 045 €,ESSENCE,29 600 KM,2017,AUTOMATIQUE,36-065
Mascott,Renault, 20.06.2023, POLOGNE,5 767 €,DIESEL,710 000 KM,2003,MANUELLE,36-065
Clio,Renault, 24.07.2023, POLOGNE,13 441 €,ESSENCE,6 560 KM,2021,MANUELLE,36-065
Q5,Audi, 01.08.2023, POLOGNE,17 795 €,DIESEL,189 300 KM,2013,AUTOMATIQUE,36-065
C-elysee,Citroen, 09.08.2023, POLOGNE,3 568 €,DIESEL,178 400 KM,2015,MANUELLE,36-065
A3 berline,Audi, 09.08.2023, POLOGNE,18 715 €,DIESEL,79 600 KM,2019,MANUELLE,36-065
X5,Bmw, 20.08.2023, POLOGNE,33 659 €,DIESEL,139 999 KM,2014,AUTOMATIQUE,36-065
Astra,Opel, 20.08.2023, POLOGNE,4 937 €,DIESEL,249 000 KM,2015,MANUELLE,36-065
Q5,Audi, 26.08.2023, POLOGNE,17 570 €,ESSENCE,159 200 KM,2013,MANUELLE,36-065
Countryman,Mini, 31.08.2023, POLOGNE,9 806 €,ESSENCE,146 700 KM,2011,MANUELLE,36-065
Ds3,Citroen, 02.09.2023, POLOGNE,5 588 €,DIESEL,223 000 KM,2011,MANUELLE,36-065
Q5,Audi, 05.09.2023, POLOGNE,21 901 €,DIESEL,124 600 KM,2016,AUTOMATIQUE,36-065
Avensis,Toyota, 20.09.2023, POLOGNE,11 220 €,ESSENCE,249 999 KM,2016,AUTOMATIQUE,36-065
Meriva,Opel, 21.09.2023, POLOGNE,6 507 €,ESSENCE,161 000 KM,2012,MANUELLE,36-065
Fiesta,Ford, 28.09.2023, POLOGNE,2 222 €,DIESEL,262 000 KM,2009,MANUELLE,36-065
A6 avant,Audi, 29.09.2023, POLOGNE,19 410 €,DIESEL,219 000 KM,2015,MANUELLE,36-065
Corsa,Opel, 01.10.2023, POLOGNE,3 366 €,ESSENCE,184 900 KM,2007,MANUELLE,36-065
A5 sportback,Audi, 02.10.2023, POLOGNE,24 213 €,DIESEL,178 950 KM,2017,AUTOMATIQUE,36-065
Q5,Audi, 02.10.2023, POLOGNE,22 058 €,DIESEL,119 500 KM,2016,AUTOMATIQUE,36-065
Focus,Ford, 03.10.2023, POLOGNE,920 €,DIESEL,239 600 KM,2006,MANUELLE,36-065
Octavia,Skoda, 06.10.2023, POLOGNE,15 641 €,DIESEL,118 400 KM,2019,AUTOMATIQUE,36-065
A4 avant,Audi, 11.10.2023, POLOGNE,13 105 €,DIESEL,230 000 KM,2014,MANUELLE,36-065
Leon,Seat, 12.10.2023, POLOGNE,10 928 €,DIESEL,197 955 KM,2015,MANUELLE,36-065
A4,Audi, 13.10.2023, POLOGNE,11 983 €,DIESEL,224 000 KM,2013,MANUELLE,36-065
Q3,Audi, 14.10.2023, POLOGNE,20 488 €,DIESEL,172 300 KM,2016,AUTOMATIQUE,36-065
Note,Nissan, 14.10.2023, POLOGNE,7 181 €,ESSENCE,146 000 KM,2013,MANUELLE,36-065
Q5,Audi, 21.10.2023, POLOGNE,19 590 €,DIESEL,143 800 KM,2014,MANUELLE,36-065
Sprinter,Mercedes, 24.10.2023, POLOGNE,6 620 €,DIESEL,404 000 KM,2005,MANUELLE,36-065
Master,Renault, 24.10.2023, POLOGNE,8 864 €,DIESEL,501 000 KM,2013,MANUELLE,36-065
207,Peugeot, 24.10.2023, POLOGNE,3 119 €,ESSENCE,190 000 KM,2007,MANUELLE,36-065
Ds5,Citroen, 25.10.2023, POLOGNE,6 956 €,DIESEL,316 KM,2012,AUTOMATIQUE,36-065
B-max,Ford, 25.10.2023, POLOGNE,5 588 €,DIESEL,148 000 KM,2014,MANUELLE,36-065
A4 avant,Audi, 26.10.2023, POLOGNE,12 005 €,DIESEL,217 000 KM,2012,AUTOMATIQUE,36-065
Kuga,Ford, 26.10.2023, POLOGNE,8 505 €,DIESEL,210 724 KM,2008,MANUELLE,36-065
A4,Audi, 27.10.2023, POLOGNE,12 297 €,DIESEL,265 000 KM,2012,MANUELLE,36-065
Partner tepee,Peugeot, 27.10.2023, POLOGNE,6 485 €,ESSENCE,152 000 KM,2012,MANUELLE,36-065
Classe a,Mercedes, 28.10.2023, POLOGNE,4 488 €,ESSENCE,194 000 KM,2004,MANUELLE,36-065
C3,Citroen, 28.10.2023, POLOGNE,2 895 €,ESSENCE,129 000 KM,2010,MANUELLE,36-065
Auris,Toyota, 29.10.2023, POLOGNE,11 220 €,ESSENCE,249 999 KM,2017,AUTOMATIQUE,36-065
Fabia,Skoda, 29.10.2023, POLOGNE,3 568 €,ESSENCE,182 000 KM,2010,MANUELLE,36-065
Rav4,Toyota, 29.10.2023, POLOGNE,7 607 €,DIESEL,194 000 KM,2009,MANUELLE,36-065
Ignis,Suzuki, 30.10.2023, POLOGNE,3 994 €,ESSENCE,137 000 KM,2007,MANUELLE,36-065
Vito,Mercedes, 30.10.2023, POLOGNE,4 488 €,DIESEL,330 000 KM,2004,MANUELLE,36-065
Ix35,Hyundai, 30.10.2023, POLOGNE,10 075 €,ESSENCE,163 396 KM,2011,MANUELLE,36-065
I20,Hyundai, 30.10.2023, POLOGNE,4 174 €,ESSENCE,219 000 KM,2010,MANUELLE,36-065
Serie 3,Bmw, 31.10.2023, POLOGNE,4 241 €,ESSENCE,199 000 KM,2005,MANUELLE,36-065
Qashqai,Nissan, 31.10.2023, POLOGNE,8 953 €,DIESEL,189 000 KM,2012,AUTOMATIQUE,36-065
Qashqai,Nissan, 31.10.2023, POLOGNE,9 784 €,ESSENCE,178 000 KM,2012,MANUELLE,36-065
Ix20,Hyundai, 31.10.2023, POLOGNE,8 056 €,ESSENCE,94 267 KM,2013,MANUELLE,36-065
A3 berline,Audi, 01.11.2023, POLOGNE,15 102 €,DIESEL,200 700 KM,2015,MANUELLE,36-065
A3,Audi, 01.11.2023, POLOGNE,6 934 €,ESSENCE,111 397 KM,2008,MANUELLE,36-065
Fiesta,Ford, 01.11.2023, POLOGNE,4 690 €,ESSENCE,127 000 KM,2009,MANUELLE,36-065
Corolla verso,Toyota, 03.11.2023, POLOGNE,4 488 €,ESSENCE,212 000 KM,2005,MANUELLE,36-065
Corolla verso,Toyota, 03.11.2023, POLOGNE,4 488 €,ESSENCE,212 000 KM,2005,MANUELLE,36-065
Qashqai,Nissan, 03.11.2023, POLOGNE,6 440 €,ESSENCE,107 000 KM,2007,MANUELLE,36-065
A5 sportback,Audi, 05.11.2023, POLOGNE,15 685 €,DIESEL,226 000 KM,2012,MANUELLE,36-065
V50,Volvo, 05.11.2023, POLOGNE,4 600 €,DIESEL,193 000 KM,2010,MANUELLE,36-065
Swift,Suzuki, 05.11.2023, POLOGNE,6 036 €,ESSENCE,110 000 KM,2011,MANUELLE,36-065
Vivaro,Opel, 06.11.2023, POLOGNE,8 280 €,DIESEL,219 000 KM,2008,MANUELLE,36-065
Mito,Alfa romeo, 06.11.2023, POLOGNE,4 017 €,ESSENCE,143 000 KM,2008,MANUELLE,36-065
308,Peugeot, 06.11.2023, POLOGNE,4 241 €,ESSENCE,168 000 KM,2008,MANUELLE,36-065
Daily,Iveco, 06.11.2023, POLOGNE,8 639 €,DIESEL,380 000 KM,2010,MANUELLE,36-065
Niva,Lada, 07.11.2023, POLOGNE,2 064 €,ESSENCE,87 500 KM,2010,MANUELLE,36-065
A3,Audi, 07.11.2023, POLOGNE,6 395 €,DIESEL,218 000 KM,2010,MANUELLE,36-065
I20,Hyundai, 07.11.2023, POLOGNE,5 565 €,ESSENCE,140 000 KM,2013,MANUELLE,36-065
A3 sportback,Audi, 07.11.2023, POLOGNE,10 749 €,ESSENCE,198 664 KM,2013,MANUELLE,36-065
Mascott,Renault, 07.11.2023, POLOGNE,8 864 €,DIESEL,305 000 KM,2004,MANUELLE,36-065
I30 wagon,Hyundai, 11.11.2023, POLOGNE,4 241 €,DIESEL,234 000 KM,2011,MANUELLE,36-065
Q5,Audi, 12.11.2023, POLOGNE,14 788 €,DIESEL,222 507 KM,2010,MANUELLE,36-065
A3 sportback,Audi, 12.11.2023, POLOGNE,15 237 €,DIESEL,217 562 KM,2014,AUTOMATIQUE,36-065
A4,Audi, 12.11.2023, POLOGNE,7 966 €,DIESEL,197 000 KM,2008,MANUELLE,36-065
Kuga,Ford, 12.11.2023, POLOGNE,17 032 €,DIESEL,155 493 KM,2017,MANUELLE,36-065
Corolla,Toyota, 12.11.2023, POLOGNE,17 032 €,HYBRIDE,181 000 KM,2019,AUTOMATIQUE,36-065
A6,Audi, 13.11.2023, POLOGNE,3 747 €,DIESEL,311 000 KM,2004,AUTOMATIQUE,36-065
Outlander,Mitsubishi, 13.11.2023, POLOGNE,13 150 €,HYBRIDE,169 000 KM,2013,AUTOMATIQUE,36-065
Serie 3 cabriolet,Bmw, 14.11.2023, POLOGNE,11 871 €,DIESEL,167 000 KM,2011,AUTOMATIQUE,36-065
Maverick,Ford, 14.11.2023, POLOGNE,2 917 €,ESSENCE,350 000 KM,2004,MANUELLE,36-065
Focus,Ford, 14.11.2023, POLOGNE,3 299 €,DIESEL,243 KM,2009,MANUELLE,36-065
Golf,Volkswagen, 14.11.2023, POLOGNE,539 €,ESSENCE,233 000 KM,1995,MANUELLE,36-065
Leon,Seat, 14.11.2023, POLOGNE,785 €,DIESEL,337 540 KM,2001,MANUELLE,36-065
Mgf,Mg, 14.11.2023, POLOGNE,1 638 €,ESSENCE,217 400 KM,1998,MANUELLE,36-065
Vivaro,Opel, 14.11.2023, POLOGNE,6 395 €,DIESEL,190 417 KM,2012,MANUELLE,36-065
126,Fiat, 15.11.2023, POLOGNE,2 244 €,ESSENCE,126 000 KM,1996,MANUELLE,36-065
208,Peugeot, 15.11.2023, POLOGNE,6 036 €,ESSENCE,164 000 KM,2014,MANUELLE,36-065
Ibiza,Seat, 15.11.2023, POLOGNE,4 466 €,ESSENCE,219 000 KM,2010,MANUELLE,36-065
Grand modus,Renault, 17.11.2023, POLOGNE,3 792 €,ESSENCE,189 578 KM,2009,MANUELLE,36-065
Golf,Volkswagen, 17.11.2023, POLOGNE,6 710 €,ESSENCE,189 000 KM,2009,MANUELLE,36-065
Partner,Peugeot, 17.11.2023, POLOGNE,7 742 €,DIESEL,169 000 KM,2016,MANUELLE,36-065
Corolla,Toyota, 17.11.2023, POLOGNE,16 605 €,HYBRIDE,176 000 KM,2020,AUTOMATIQUE,36-065
Yaris,Toyota, 17.11.2023, POLOGNE,4 488 €,ESSENCE,168 000 KM,2009,MANUELLE,36-065
C4,Citroen, 17.11.2023, POLOGNE,5 049 €,ESSENCE,192 800 KM,2011,MANUELLE,36-065
Q3,Audi, 18.11.2023, POLOGNE,34 490 €,DIESEL,61 000 KM,2019,AUTOMATIQUE,36-065
Q5,Audi, 18.11.2023, POLOGNE,19 949 €,DIESEL,179 400 KM,2014,AUTOMATIQUE,36-065
Touran,Volkswagen, 18.11.2023, POLOGNE,5 924 €,DIESEL,252 000 KM,2007,AUTOMATIQUE,36-065
A3 sportback,Audi, 19.11.2023, POLOGNE,15 461 €,DIESEL,201 000 KM,2013,AUTOMATIQUE,36-065
A5 sportback,Audi, 19.11.2023, POLOGNE,32 089 €,DIESEL,125 000 KM,2017,AUTOMATIQUE,36-065
Giulietta,Alfa romeo, 19.11.2023, POLOGNE,6 104 €,DIESEL,182 000 KM,2011,MANUELLE,36-065
Swift,Suzuki, 19.11.2023, POLOGNE,3 658 €,ESSENCE,206 000 KM,2007,MANUELLE,36-065
Passat,Volkswagen, 19.11.2023, POLOGNE,3 792 €,DIESEL,253 400 KM,2005,MANUELLE,36-065
Fiesta,Ford, 19.11.2023, POLOGNE,5 026 €,ESSENCE,163 560 KM,2010,MANUELLE,36-065
A3 sportback,Audi, 20.11.2023, POLOGNE,14 563 €,DIESEL,200 920 KM,2013,AUTOMATIQUE,36-065
Aygo,Toyota, 20.11.2023, POLOGNE,4 466 €,ESSENCE,146 000 KM,2012,MANUELLE,36-065
Cr-v,Honda, 20.11.2023, POLOGNE,12 544 €,ESSENCE,145 975 KM,2011,MANUELLE,36-065
Qashqai,Nissan, 20.11.2023, POLOGNE,8 864 €,ESSENCE,149 000 KM,2011,MANUELLE,36-065
I40 wagon,Hyundai, 20.11.2023, POLOGNE,8 886 €,ESSENCE,220 000 KM,2012,MANUELLE,36-065
Tiguan,Volkswagen, 21.11.2023, POLOGNE,13 441 €,DIESEL,223 210 KM,2013,AUTOMATIQUE,36-065
Forester,Subaru, 22.11.2023, POLOGNE,3 792 €,ESSENCE,258 945 KM,2007,MANUELLE,36-065
A3 sportback,Audi, 22.11.2023, POLOGNE,8 505 €,ESSENCE,197 733 KM,2010,MANUELLE,36-065
Megane,Renault, 23.11.2023, POLOGNE,5 722 €,ESSENCE,129 000 KM,2012,MANUELLE,36-065
Grand cherokee,Jeep, 23.11.2023, POLOGNE,5 139 €,ESSENCE,183 484 KM,2001,AUTOMATIQUE,36-065
Classe clk,Mercedes, 23.11.2023, POLOGNE,5 498 €,DIESEL,325 000 KM,2005,AUTOMATIQUE,36-065
I40,Hyundai, 23.11.2023, POLOGNE,8 909 €,ESSENCE,121 000 KM,2012,MANUELLE,36-065
Serie 1,Bmw, 24.07.2023, POLOGNE,3 927 €,DIESEL,225 000 KM,2010,MANUELLE,36-068
Colt,Mitsubishi, 10.10.2023, POLOGNE,2 177 €,ESSENCE,170 000 KM,2008,MANUELLE,36-068
208,Peugeot, 30.10.2023, POLOGNE,4 914 €,ESSENCE,169 000 KM,2013,MANUELLE,36-068
Duster,Dacia, 30.10.2023, POLOGNE,7 383 €,ESSENCE,119 000 KM,2014,MANUELLE,36-068
C3,Citroen, 30.10.2023, POLOGNE,5 139 €,ESSENCE,160 000 KM,2014,MANUELLE,36-068
C3,Citroen, 30.10.2023, POLOGNE,5 374 €,DIESEL,149 000 KM,2016,MANUELLE,36-068
C-max,Ford, 04.11.2023, POLOGNE,1 952 €,ESSENCE,227 000 KM,2007,MANUELLE,36-068
C4 picasso,Citroen, 06.11.2023, POLOGNE,3 815 €,DIESEL,240 000 KM,2009,AUTOMATIQUE,36-068
Challenger,Dodge, 14.11.2023, POLOGNE,19 074 €,ESSENCE,139 000 KM,2015,AUTOMATIQUE,36-068
Classe e,Mercedes, 15.11.2023, POLOGNE,4 421 €,DIESEL,440 000 KM,2003,AUTOMATIQUE,36-068
Grand scenic,Renault, 18.11.2023, POLOGNE,5 588 €,ESSENCE,167 000 KM,2013,MANUELLE,36-068
Primera,Nissan, 21.01.2022, POLOGNE,2 222 €,-,125 000 KM,2001,-,38-422
Touran,Volkswagen, 21.01.2022, POLOGNE,4 690 €,-,197 000 KM,2003,-,38-422
Seicento,Fiat, 21.01.2022, POLOGNE,1 593 €,-,66 177 KM,2004,-,38-422
A4,Audi, 22.06.2023, POLOGNE,13 127 €,ESSENCE,153 000 KM,2014,AUTOMATIQUE,38-422
Land cruiser,Toyota, 15.09.2023, POLOGNE,42 613 €,DIESEL,185 564 KM,2015,AUTOMATIQUE,38-422
A3,Audi, 29.09.2023, POLOGNE,3 344 €,ESSENCE,392 000 KM,1999,MANUELLE,38-422
Ibiza,Seat, 10.11.2023, POLOGNE,1 885 €,DIESEL,312 000 KM,2003,MANUELLE,38-422
Impreza,Subaru, 13.11.2023, POLOGNE,10 995 €,ESSENCE,170 000 KM,2008,MANUELLE,38-422
A4 avant,Audi, 22.11.2023, POLOGNE,2 805 €,DIESEL,350 000 KM,2004,MANUELLE,38-422
Qashqai,Nissan, 02.06.2023, POLOGNE,6 732 €,ESSENCE,235 799 KM,2009,AUTOMATIQUE,37-543
607,Peugeot, 09.07.2023, POLOGNE,987 €,DIESEL,201 800 KM,2004,MANUELLE,37-543
Mgo,Microcar, 25.10.2023, POLOGNE,5 273 €,ESSENCE,43 280 KM,2011,AUTOMATIQUE,37-543
Mgo,Microcar, 25.10.2023, POLOGNE,3 927 €,DIESEL,38 200 KM,2010,AUTOMATIQUE,37-543
Passat,Volkswagen, 21.11.2023, POLOGNE,954 €,DIESEL,440 000 KM,1999,MANUELLE,37-543
Corsa,Opel, 23.11.2023, POLOGNE,3 366 €,ESSENCE,143 000 KM,2009,MANUELLE,37-543
Kangoo,Renault, 05.08.2023, POLOGNE,3 433 €,DIESEL,238 000 KM,2011,MANUELLE,37-560
245,Volvo, 10.08.2023, POLOGNE,4 937 €,ESSENCE,222 312 KM,1976,MANUELLE,37-560
Passat,Volkswagen, 18.09.2023, POLOGNE,6 934 €,DIESEL,302 000 KM,2011,MANUELLE,37-560
S60,Volvo, 10.10.2023, POLOGNE,8 729 €,DIESEL,230 000 KM,2011,MANUELLE,37-560
Fusion,Ford, 27.10.2023, POLOGNE,13 890 €,ESSENCE,104 951 KM,2016,AUTOMATIQUE,37-560
Vectra,Opel, 02.11.2023, POLOGNE,1 481 €,ESSENCE,265 811 KM,2000,MANUELLE,37-560
Stinger,Kia, 02.11.2023, POLOGNE,27 354 €,ESSENCE,47 300 KM,2020,AUTOMATIQUE,37-560
C4 aircross,Citroen, 04.11.2023, POLOGNE,9 402 €,DIESEL,180 000 KM,2012,MANUELLE,37-560
A4,Audi, 05.11.2023, POLOGNE,4 151 €,ESSENCE,256 879 KM,2006,MANUELLE,37-560
Mondeo,Ford, 08.11.2023, POLOGNE,15 685 €,DIESEL,168 000 KM,2016,AUTOMATIQUE,37-560
Ceed sw,Kia, 08.11.2023, POLOGNE,8 953 €,ESSENCE,156 000 KM,2015,MANUELLE,37-560
Jetta,Volkswagen, 16.11.2023, POLOGNE,3 321 €,DIESEL,219 603 KM,2007,MANUELLE,37-560
Fabia,Skoda, 18.11.2023, POLOGNE,4 308 €,ESSENCE,149 000 KM,2012,MANUELLE,37-560
3,Mazda, 21.11.2023, POLOGNE,7 383 €,ESSENCE,176 000 KM,2013,MANUELLE,37-560
Sedici,Fiat, 21.11.2023, POLOGNE,6 036 €,ESSENCE,130 000 KM,2007,MANUELLE,37-560
A8,Audi, 23.11.2023, POLOGNE,21 273 €,DIESEL,236 150 KM,2012,AUTOMATIQUE,37-560
